disease_id	external_id	source	url	name
DISEASE:15196	613703	OMIM	https://www.omim.org/entry/613703	Microphthalmia, isolated, with coloboma 6
DISEASE:15197	613704	OMIM	https://www.omim.org/entry/613704	Microphthalmia, isolated 7
DISEASE:15198	613706	OMIM	https://www.omim.org/entry/613706	Noonan syndrome 7
DISEASE:15199	613707	OMIM	https://www.omim.org/entry/613707	Leopard syndrome 3
DISEASE:15200	613708	OMIM	https://www.omim.org/entry/613708	Neuropathy, hereditary sensory, type ID
DISEASE:15201	613710	OMIM	https://www.omim.org/entry/613710	Thiamine metabolism dysfunction syndrome 4 (bilateral striatal degenerationand progressive polyneuropathy type)
DISEASE:15202	613711	OMIM	https://www.omim.org/entry/613711	Hirschsprung disease, susceptibility to, 3
DISEASE:15203	613712	OMIM	https://www.omim.org/entry/613712	Hirschsprung disease, susceptibility to, 4
DISEASE:15204	613717	OMIM	https://www.omim.org/entry/613717	Treacher collins syndrome 2
DISEASE:15205	613720	OMIM	https://www.omim.org/entry/613720	Epileptic encephalopathy, early infantile, 7
DISEASE:15206	613721	OMIM	https://www.omim.org/entry/613721	Epileptic encephalopathy, early infantile, 11
DISEASE:15207	613722	OMIM	https://www.omim.org/entry/613722	Developmental and epileptic encephalopathy 12
DISEASE:15208	613723	OMIM	https://www.omim.org/entry/613723	Muscular dystrophy, limb-girdle, type 2Q
DISEASE:15209	613724	OMIM	https://www.omim.org/entry/613724	Leukoencephalopathy with dystonia and motor neuropathy
DISEASE:15210	613728	OMIM	https://www.omim.org/entry/613728	Spinocerebellar ataxia, autosomal recessive 10
DISEASE:15211	613730	OMIM	https://www.omim.org/entry/613730	Hemorrhagic destruction of the brain, subependymal calcification,and cataracts
DISEASE:15212	613731	OMIM	https://www.omim.org/entry/613731	Retinitis pigmentosa 4
DISEASE:15213	613735	OMIM	https://www.omim.org/entry/613735	Brain malformations with or without urinary tract defects
DISEASE:15214	613736	OMIM	https://www.omim.org/entry/613736	Acne inversa, familial, 2, with or without dowling-degos disease
DISEASE:15215	613737	OMIM	https://www.omim.org/entry/613737	Acne inversa, familial, 3
DISEASE:15216	613743	OMIM	https://www.omim.org/entry/613743	Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete
DISEASE:15217	613744	OMIM	https://www.omim.org/entry/613744	Spastic paraplegia 51, autosomal recessive
DISEASE:15218	613751	OMIM	https://www.omim.org/entry/613751	Heterotaxy, visceral, 4, autosomal
DISEASE:15219	613756	OMIM	https://www.omim.org/entry/613756	Retinitis pigmentosa 49
DISEASE:15220	613757	OMIM	https://www.omim.org/entry/613757	Macular degeneration, age-related, 6
DISEASE:15221	613758	OMIM	https://www.omim.org/entry/613758	Retinitis pigmentosa 47
DISEASE:15222	613759	OMIM	https://www.omim.org/entry/613759	Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations
DISEASE:15223	613762	OMIM	https://www.omim.org/entry/613762	46,xy sex reversal 6
DISEASE:15224	613767	OMIM	https://www.omim.org/entry/613767	Retinitis pigmentosa 45
DISEASE:15225	613769	OMIM	https://www.omim.org/entry/613769	Retinitis pigmentosa 44
DISEASE:15226	613780	OMIM	https://www.omim.org/entry/613780	Aortic aneurysm, familial thoracic 7
DISEASE:15227	613783	OMIM	https://www.omim.org/entry/613783	Complement component c1s deficiency
DISEASE:15228	613789	OMIM	https://www.omim.org/entry/613789	Complement component 8 deficiency, type II
DISEASE:15229	613790	OMIM	https://www.omim.org/entry/613790	Complement component 8 deficiency, type I
DISEASE:15230	613794	OMIM	https://www.omim.org/entry/613794	Retinitis pigmentosa 20
DISEASE:15231	613795	OMIM	https://www.omim.org/entry/613795	Loeys-Dietz syndrome 3
DISEASE:15232	613796	OMIM	https://www.omim.org/entry/613796	Mycobacterial and viral infections, susceptibility to, autosomal recessive
DISEASE:15233	613800	OMIM	https://www.omim.org/entry/613800	Meier-Gorlin syndrome 2
DISEASE:15234	613801	OMIM	https://www.omim.org/entry/613801	Retinitis pigmentosa 40
DISEASE:15235	613803	OMIM	https://www.omim.org/entry/613803	Meier-Gorlin syndrome 3
DISEASE:15236	613804	OMIM	https://www.omim.org/entry/613804	Meier-Gorlin syndrome 4
DISEASE:15237	613805	OMIM	https://www.omim.org/entry/613805	Meier-Gorlin syndrome 5
DISEASE:15238	613807	OMIM	https://www.omim.org/entry/613807	Ciliary dyskinesia, primary, 14
DISEASE:15239	613808	OMIM	https://www.omim.org/entry/613808	Ciliary dyskinesia, primary, 15
DISEASE:15240	613809	OMIM	https://www.omim.org/entry/613809	Retinitis pigmentosa 39
DISEASE:15241	613810	OMIM	https://www.omim.org/entry/613810	Retinitis pigmentosa 43
DISEASE:15242	613811	OMIM	https://www.omim.org/entry/613811	Pontocerebellar hypoplasia, type 2D
DISEASE:15243	613819	OMIM	https://www.omim.org/entry/613819	Short-Rib thoracic dysplasia 4 with or without polydactyly
DISEASE:15244	613820	OMIM	https://www.omim.org/entry/613820	Nephronophthisis 12
DISEASE:15245	613823	OMIM	https://www.omim.org/entry/613823	Seckel syndrome 5
DISEASE:15246	613824	OMIM	https://www.omim.org/entry/613824	Nephronophthisis 9
DISEASE:15247	613825	OMIM	https://www.omim.org/entry/613825	Complement component 9 deficiency
DISEASE:15248	613827	OMIM	https://www.omim.org/entry/613827	Retinitis pigmentosa 48
DISEASE:15249	613829	OMIM	https://www.omim.org/entry/613829	Leber congenital amaurosis 7
DISEASE:15250	613830	OMIM	https://www.omim.org/entry/613830	Night blindness, congenital stationary, type 1D
DISEASE:15251	613834	OMIM	https://www.omim.org/entry/613834	Multisystemic smooth muscle dysfunction syndrome
DISEASE:15252	613835	OMIM	https://www.omim.org/entry/613835	Leber congenital amaurosis 8
DISEASE:15253	613838	OMIM	https://www.omim.org/entry/613838	Cardiomyopathy, familial hypertrophic, 16
DISEASE:15254	613845	OMIM	https://www.omim.org/entry/613845	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis syndrome
DISEASE:15255	613848	OMIM	https://www.omim.org/entry/613848	Osteogenesis imperfecta, type X
DISEASE:15256	610968	OMIM	https://www.omim.org/entry/610968	Osteogenesis imperfecta, type XI
DISEASE:15257	613854	OMIM	https://www.omim.org/entry/613854	Congenital heart defects, multiple types, 6
DISEASE:15258	613860	OMIM	https://www.omim.org/entry/613860	Immunodeficiency due to ficolin 3 deficiency
DISEASE:15259	613861	OMIM	https://www.omim.org/entry/613861	Retinitis pigmentosa 59
DISEASE:15260	613862	OMIM	https://www.omim.org/entry/613862	Retinitis pigmentosa 38
DISEASE:15261	613865	OMIM	https://www.omim.org/entry/613865	Deafness, autosomal recessive 61
DISEASE:15262	613870	OMIM	https://www.omim.org/entry/613870	Hirschsprung disease, cardiac defects, and autonomic dysfunction
DISEASE:15263	613873	OMIM	https://www.omim.org/entry/613873	Cardiomyopathy, familial hypertrophic, 17
DISEASE:15264	613874	OMIM	https://www.omim.org/entry/613874	Cardiomyopathy, familial hypertrophic, 18
DISEASE:15265	613876	OMIM	https://www.omim.org/entry/613876	Cardiomyopathy, familial hypertrophic, 20
DISEASE:15266	613881	OMIM	https://www.omim.org/entry/613881	Cardiomyopathy, dilated, 1HH
DISEASE:15267	613882	OMIM	https://www.omim.org/entry/613882	Hypomagnesemia 6, renal
DISEASE:15268	613886	OMIM	https://www.omim.org/entry/613886	Obesity, hyperphagia, and developmental delay
DISEASE:15269	613887	OMIM	https://www.omim.org/entry/613887	Cataract, autosomal recessive congenital 4
DISEASE:15270	613916	OMIM	https://www.omim.org/entry/613916	Deafness, autosomal recessive 89
DISEASE:15271	613925	OMIM	https://www.omim.org/entry/613925	Megalencephalic leukoencephalopathy with subcortical cysts 2A
DISEASE:15272	613926	OMIM	https://www.omim.org/entry/613926	Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation
DISEASE:15273	613949	OMIM	https://www.omim.org/entry/613949	Okt4 epitope deficiency
DISEASE:15274	613950	OMIM	https://www.omim.org/entry/613950	Schizophrenia 15
DISEASE:15275	613955	OMIM	https://www.omim.org/entry/613955	Amyloidosis, primary localized cutaneous, 2
DISEASE:15276	613956	OMIM	https://www.omim.org/entry/613956	Candidiasis, familial, 6, autosomal dominant
DISEASE:15277	613957	OMIM	https://www.omim.org/entry/613957	Spermatogenic failure 8
DISEASE:15278	613958	OMIM	https://www.omim.org/entry/613958	Spermatogenic failure 9
DISEASE:15279	613960	OMIM	https://www.omim.org/entry/613960	Chronic granulomatous disease 3, autosomal recessive
DISEASE:15280	613970	OMIM	https://www.omim.org/entry/613970	Intellectual developmental disorder, autosomal dominant 6, with or without seizures
DISEASE:15281	613977	OMIM	https://www.omim.org/entry/613977	Cyanosis, transient neonatal
DISEASE:15282	613980	OMIM	https://www.omim.org/entry/613980	Atrial fibrillation, familial, 9
DISEASE:15283	613981	OMIM	https://www.omim.org/entry/613981	Hypotrichosis 3
DISEASE:15284	613849	OMIM	https://www.omim.org/entry/613849	Osteogenesis imperfecta, type XII
DISEASE:15285	613983	OMIM	https://www.omim.org/entry/613983	Retinitis pigmentosa 60
DISEASE:15286	613986	OMIM	https://www.omim.org/entry/613986	Pituitary hormone deficiency, combined, 6
DISEASE:15287	613987	OMIM	https://www.omim.org/entry/613987	Dyskeratosis congenita, autosomal recessive, 2
DISEASE:15288	613988	OMIM	https://www.omim.org/entry/613988	Dyskeratosis congenita, autosomal recessive, 3
DISEASE:15289	613989	OMIM	https://www.omim.org/entry/613989	Dyskeratosis congenita, autosomal dominant 2
DISEASE:15290	613990	OMIM	https://www.omim.org/entry/613990	Dyskeratosis congenita, autosomal dominant 3
DISEASE:15291	614008	OMIM	https://www.omim.org/entry/614008	Nestor-Guillermo progeria syndrome
DISEASE:15292	614017	OMIM	https://www.omim.org/entry/614017	Ciliary dyskinesia, primary, 16
DISEASE:15293	614019	OMIM	https://www.omim.org/entry/614019	Lissencephaly 4
DISEASE:15294	614020	OMIM	https://www.omim.org/entry/614020	Mental retardation, autosomal recessive 14
DISEASE:15295	614021	OMIM	https://www.omim.org/entry/614021	Ventricular tachycardia, catecholaminergic polymorphic, 3
DISEASE:15296	614022	OMIM	https://www.omim.org/entry/614022	Atrial fibrillation, familial, 10
DISEASE:15297	614025	OMIM	https://www.omim.org/entry/614025	Hepatic lipase deficiency
DISEASE:15298	614028	OMIM	https://www.omim.org/entry/614028	Hyperalphalipoproteinemia 2
DISEASE:15299	245400	OMIM	https://www.omim.org/entry/245400	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)
DISEASE:15300	253280	OMIM	https://www.omim.org/entry/253280	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3
DISEASE:15301	619967	OMIM	https://www.omim.org/entry/619967	Myopathy, congenital, nonprogressive
DISEASE:15302	256370	OMIM	https://www.omim.org/entry/256370	Nephrotic syndrome, type 4
DISEASE:15303	257400	OMIM	https://www.omim.org/entry/257400	Nystagmus, congenital motor, autosomal recessive
DISEASE:15304	268310	OMIM	https://www.omim.org/entry/268310	Robinow syndrome, autosomal recessive
DISEASE:15305	269400	OMIM	https://www.omim.org/entry/269400	Corneal opacification with other ocular anomalies
DISEASE:15306	300814	OMIM	https://www.omim.org/entry/300814	Nystagmus 6, congenital, X-linked
DISEASE:15307	300816	OMIM	https://www.omim.org/entry/300816	Combined oxidative phosphorylation deficiency 6
DISEASE:15308	300831	OMIM	https://www.omim.org/entry/300831	CK syndrome
DISEASE:15309	300834	OMIM	https://www.omim.org/entry/300834	Macular degeneration, X-linked atrophic
DISEASE:15310	600721	OMIM	https://www.omim.org/entry/600721	D-2-Hydroxyglutaric aciduria 1
DISEASE:15311	601495	OMIM	https://www.omim.org/entry/601495	Agammaglobulinemia 1, autosomal recessive
DISEASE:15312	614456	OMIM	https://www.omim.org/entry/614456	Melanoma, cutaneous malignant, susceptibility to, 8
DISEASE:15313	184095	OMIM	https://www.omim.org/entry/184095	Spondyloepiphyseal dysplasia, Maroteaux type
DISEASE:15314	168600	OMIM	https://www.omim.org/entry/168600	Parkinson disease, late-onset
DISEASE:15315	613694	OMIM	https://www.omim.org/entry/613694	Cardiomyopathy, dilated, 1U
DISEASE:15316	227646	OMIM	https://www.omim.org/entry/227646	Fanconi anemia, complementation group D2
DISEASE:15317	600901	OMIM	https://www.omim.org/entry/600901	Fanconi anemia, complementation group E
DISEASE:15318	160900	OMIM	https://www.omim.org/entry/160900	Myotonic dystrophy 1
DISEASE:15319	300438	OMIM	https://www.omim.org/entry/300438	HSD10 mitochondrial disease
DISEASE:15320	608456	OMIM	https://www.omim.org/entry/608456	Familial adenomatous polyposis, 2
DISEASE:15321	300799	OMIM	https://www.omim.org/entry/300799	Mental retardation, x-linked syndromic, Raymond type
DISEASE:15322	300802	OMIM	https://www.omim.org/entry/300802	Mental retardation, X-linked 96
DISEASE:15323	300850	OMIM	https://www.omim.org/entry/300850	Mental retardation, X-linked 90
DISEASE:15324	300853	OMIM	https://www.omim.org/entry/300853	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia
DISEASE:15325	300854	OMIM	https://www.omim.org/entry/300854	Renal cell carcinoma, xp11-associated
DISEASE:15326	300855	OMIM	https://www.omim.org/entry/300855	Ogden syndrome
DISEASE:15327	300857	OMIM	https://www.omim.org/entry/300857	Amyotrophic lateral sclerosis 15 with or without frontotemporal dementia
DISEASE:15328	300860	OMIM	https://www.omim.org/entry/300860	Mental retardation, X-linked, syndromic, Nascimento type
DISEASE:15329	300863	OMIM	https://www.omim.org/entry/300863	Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia
DISEASE:15330	300867	OMIM	https://www.omim.org/entry/300867	Kabuki syndrome 2
DISEASE:15331	300868	OMIM	https://www.omim.org/entry/300868	Multiple congenital anomalies-hypotonia-seizures syndrome 2
DISEASE:15332	601331	OMIM	https://www.omim.org/entry/601331	Renal dysplasia, cystic, susceptibility to
DISEASE:15333	601977	OMIM	https://www.omim.org/entry/601977	Thrombocythemia 2
DISEASE:15334	108900	OMIM	https://www.omim.org/entry/108900	Atrial septal defect with atrioventricular conduction defects
DISEASE:15335	614473	OMIM	https://www.omim.org/entry/614473	Arterial calcification, generalized, of infancy, 2
DISEASE:15336	101800	OMIM	https://www.omim.org/entry/101800	Acrodysostosis 1, with or without hormone resistance
DISEASE:15337	604273	OMIM	https://www.omim.org/entry/604273	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1
DISEASE:15338	605711	OMIM	https://www.omim.org/entry/605711	Multiple mitochondrial dysfunctions syndrome 1
DISEASE:15339	123700	OMIM	https://www.omim.org/entry/123700	Cutis laxa, autosomal dominant 1
DISEASE:15340	125250	OMIM	https://www.omim.org/entry/125250	Optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy
DISEASE:15341	153670	OMIM	https://www.omim.org/entry/153670	Bernard-Soulier syndrome, type A2, autosomal dominant
DISEASE:15342	187950	OMIM	https://www.omim.org/entry/187950	Thrombocythemia 1
DISEASE:15343	206800	OMIM	https://www.omim.org/entry/206800	Anonychia congenita
DISEASE:15344	228520	OMIM	https://www.omim.org/entry/228520	Fibrochondrogenesis 1
DISEASE:15345	231050	OMIM	https://www.omim.org/entry/231050	Geleophysic dysplasia 1
DISEASE:15346	612336	OMIM	https://www.omim.org/entry/612336	Thrombophilia, hereditary, due to protein S deficiency, autosomal
DISEASE:15347	240900	OMIM	https://www.omim.org/entry/240900	Hypoinsulinemic hypoglycemia with hemihypertrophy
DISEASE:15348	245600	OMIM	https://www.omim.org/entry/245600	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects
DISEASE:15349	251270	OMIM	https://www.omim.org/entry/251270	Microcephaly and chorioretinopathy, autosomal recessive, 1
DISEASE:15350	613070	OMIM	https://www.omim.org/entry/613070	Liver failure, infantile, transient
DISEASE:15351	613982	OMIM	https://www.omim.org/entry/613982	Osteogenesis imperfecta, type VI
DISEASE:15352	614009	OMIM	https://www.omim.org/entry/614009	Bleeding disorder, platelet-type, 13, susceptibility to
DISEASE:15353	614033	OMIM	https://www.omim.org/entry/614033	Glyoxalase II deficiency
DISEASE:15354	614035	OMIM	https://www.omim.org/entry/614035	Deafness, autosomal recessive 29
DISEASE:15355	614038	OMIM	https://www.omim.org/entry/614038	Lymphedema, primary, with myelodysplasia
DISEASE:15356	614042	OMIM	https://www.omim.org/entry/614042	Moyamoya disease 5
DISEASE:15357	614049	OMIM	https://www.omim.org/entry/614049	Atrial fibrillation, familial, 11
DISEASE:15358	614050	OMIM	https://www.omim.org/entry/614050	Atrial fibrillation, familial, 12
DISEASE:15359	614053	OMIM	https://www.omim.org/entry/614053	Mitochondrial complex V (atp synthase) deficiency, nuclear type 3
DISEASE:15360	614063	OMIM	https://www.omim.org/entry/614063	N-acetylaspartate deficiency
DISEASE:15361	614065	OMIM	https://www.omim.org/entry/614065	Myopathy, distal, 4
DISEASE:15362	614066	OMIM	https://www.omim.org/entry/614066	Spastic paraplegia 47, autosomal recessive
DISEASE:15363	614067	OMIM	https://www.omim.org/entry/614067	Spastic paraplegia 52, autosomal recessive
DISEASE:15364	614069	OMIM	https://www.omim.org/entry/614069	Immunodeficiency-Centromeric instability-facial anomalies syndrome2
DISEASE:15365	614076	OMIM	https://www.omim.org/entry/614076	Hermansky-Pudlak syndrome 7
DISEASE:15366	614078	OMIM	https://www.omim.org/entry/614078	Chondrodysplasia with joint dislocations, Gpapp type
DISEASE:15367	614080	OMIM	https://www.omim.org/entry/614080	Multiple congenital anomalies-hypotonia-seizures syndrome 1
DISEASE:15368	614089	OMIM	https://www.omim.org/entry/614089	Atrial septal defect 3
DISEASE:15369	614090	OMIM	https://www.omim.org/entry/614090	Sick sinus syndrome 3
DISEASE:15370	614091	OMIM	https://www.omim.org/entry/614091	Short-Rib thoracic dysplasia 7 with or without polydactyly
DISEASE:15371	614098	OMIM	https://www.omim.org/entry/614098	Keppen-Lubinsky syndrome
